
SetupTitle, Posi Sweep(1)(1)
PrimitiveTest, I/V Sweep
DataValue, 14.200000000000001, 2, 1.2632799999999999E-08, -2.2000000000000002E-13, 1.2632799999999999E-08, 0.00011239572945623868, -0, , , -2.2000000000000002E-13, 1.2632799999999999E-08
DataValue, 14.4, 2, 1.2635299999999998E-08, -2.18E-13, 1.2635299999999998E-08, 0.00011240685032505803, 0, , , -2.18E-13, 1.2635299999999998E-08
DataValue, 14.6, 2, 1.2632999999999998E-08, -1.9000000000000002E-13, 1.2632999999999998E-08, 0.00011239661916623648, -0, , , -1.9000000000000002E-13, 1.2632999999999998E-08
DataValue, 14.8, 2, 1.2624599999999999E-08, -1.8600000000000002E-13, 1.2624599999999999E-08, 0.00011235924528048414, -0, , , -1.8600000000000002E-13, 1.2624599999999999E-08
DataValue, 15, 2, 1.26266E-08, -2.1500000000000002E-13, 1.26266E-08, 0.00011236814495220609, -0, , , -2.1500000000000002E-13, 1.26266E-08
DataValue, 15.200000000000001, 2, 1.2621599999999999E-08, -2.23E-13, 1.2621599999999999E-08, 0.00011234589445102121, -0, , , -2.23E-13, 1.2621599999999999E-08
DataValue, 15.4, 2, 1.26232E-08, -1.0800000000000001E-13, 1.26232E-08, 0.00011235301509082877, -0, , , -1.0800000000000001E-13, 1.26232E-08
DataValue, 15.6, 2, 1.2618999999999999E-08, -1.48E-13, 1.2618999999999999E-08, 0.00011233432244866214, -0, , , -1.48E-13, 1.2618999999999999E-08
DataValue, 15.8, 2, 1.2620799999999998E-08, -8.6000000000000012E-14, 1.2620799999999998E-08, 0.00011234233396186853, -0, , , -8.6000000000000012E-14, 1.2620799999999998E-08
DataValue, 16, 2, 1.2614099999999999E-08, -1.76E-13, 1.2614099999999999E-08, 0.00011231251043405627, -0, , , -1.76E-13, 1.2614099999999999E-08
DataValue, 16.2, 2, 1.26113E-08, -1.5500000000000002E-13, 1.26113E-08, 0.00011230004452358868, -0, , , -1.5500000000000002E-13, 1.26113E-08
DataValue, 16.4, 2, 1.26113E-08, -1.69E-13, 1.26113E-08, 0.00011230004452358868, -0, , , -1.69E-13, 1.26113E-08
DataValue, 16.6, 2, 1.26076E-08, -2.33E-13, 1.26076E-08, 0.00011228356959056832, -0, , , -2.33E-13, 1.26076E-08
DataValue, 16.8, 2, 1.2608199999999999E-08, -1.6000000000000003E-13, 1.2608199999999999E-08, 0.00011228624136553863, -0, , , -1.6000000000000003E-13, 1.2608199999999999E-08
DataValue, 17, 2, 1.2601499999999999E-08, -1.0100000000000001E-13, 1.2601499999999999E-08, 0.0001122564029354228, -0, , , -1.0100000000000001E-13, 1.2601499999999999E-08
DataValue, 17.2, 2, 1.2596199999999998E-08, -1.7200000000000002E-13, 1.2596199999999998E-08, 0.00011223279378149685, -0, , , -1.7200000000000002E-13, 1.2596199999999998E-08
DataValue, 17.400000000000002, 2, 1.25953E-08, -1.6E-14, 1.25953E-08, 0.00011222878418658913, -0, , , -1.6E-14, 1.25953E-08
DataValue, 17.6, 2, 1.25897E-08, -9.5000000000000012E-14, 1.25897E-08, 0.00011220383237661715, -0, , , -9.5000000000000012E-14, 1.25897E-08
DataValue, 17.8, 2, 1.2590199999999998E-08, -4.7E-14, 1.2590199999999998E-08, 0.0001122060604423843, 0, , , -4.7E-14, 1.2590199999999998E-08
DataValue, 18, 2, 1.2591699999999998E-08, -1.9100000000000002E-13, 1.2591699999999998E-08, 0.00011221274437424654, -0, , , -1.9100000000000002E-13, 1.2591699999999998E-08
DataValue, 18.2, 2, 1.2586499999999998E-08, -8.7000000000000008E-14, 1.2586499999999998E-08, 0.00011218957170789091, -0, , , -8.7000000000000008E-14, 1.2586499999999998E-08
DataValue, 18.400000000000002, 2, 1.2580599999999999E-08, -1.36E-13, 1.2580599999999999E-08, 0.00011216327384665624, -0, , , -1.36E-13, 1.2580599999999999E-08
DataValue, 18.6, 2, 1.25763E-08, -9.1E-14, 1.25763E-08, 0.00011214410372373574, -0, , , -9.1E-14, 1.25763E-08
DataValue, 18.8, 2, 1.2576199999999999E-08, -1.0000000000000002E-14, 1.2576199999999999E-08, 0.00011214365786793294, -0, , , -1.0000000000000002E-14, 1.2576199999999999E-08
DataValue, 19, 2, 1.2573299999999999E-08, -1.6E-14, 1.2573299999999999E-08, 0.00011213072727847617, -0, , , -1.6E-14, 1.2573299999999999E-08
DataValue, 19.2, 2, 1.2567199999999999E-08, -1.65E-13, 1.2567199999999999E-08, 0.00011210352358422994, -0, , , -1.65E-13, 1.2567199999999999E-08
DataValue, 19.400000000000002, 2, 1.25681E-08, -9.8000000000000012E-14, 1.25681E-08, 0.0001121075376591601, 0, , , -9.8000000000000012E-14, 1.25681E-08
DataValue, 19.6, 2, 1.2569499999999999E-08, -1.82E-13, 1.2569499999999999E-08, 0.00011211378149005588, -0, , , -1.82E-13, 1.2569499999999999E-08
DataValue, 19.8, 2, 1.2567999999999999E-08, -1.3800000000000002E-13, 1.2567999999999999E-08, 0.00011210709165793214, -0, , , -1.3800000000000002E-13, 1.2567999999999999E-08
DataValue, 20, 2, 1.2560199999999999E-08, -1.5000000000000002E-13, 1.2560199999999999E-08, 0.00011207229809368593, -0, , , -1.5000000000000002E-13, 1.2560199999999999E-08
DataValue, 20, 2, 1.25618E-08, -9.4E-14, 1.25618E-08, 0.00011207943611564076, -0, , , -9.4E-14, 1.25618E-08
DataValue, 19.8, 2, 1.2557399999999998E-08, -1.17E-13, 1.2557399999999998E-08, 0.00011205980546119112, -0, , , -1.17E-13, 1.2557399999999998E-08
DataValue, 19.6, 2, 1.2554299999999999E-08, -3.8E-14, 1.2554299999999999E-08, 0.0001120459727076346, -0, , , -3.8E-14, 1.2554299999999999E-08
DataValue, 19.400000000000002, 2, 1.25506E-08, 1.1E-14, 1.25506E-08, 0.00011202946041109008, -0, , , 1.1E-14, 1.25506E-08
DataValue, 19.2, 2, 1.2546699999999999E-08, -3.0000000000000002E-15, 1.2546699999999999E-08, 0.0001120120529228886, -0, , , -3.0000000000000002E-15, 1.2546699999999999E-08
DataValue, 19, 2, 1.2542699999999999E-08, -5.2000000000000006E-14, 1.2542699999999999E-08, 0.00011199419627820006, -0, , , -5.2000000000000006E-14, 1.2542699999999999E-08
DataValue, 18.8, 2, 1.2542699999999999E-08, 1E-15, 1.2542699999999999E-08, 0.00011199419627820006, -0, , , 1E-15, 1.2542699999999999E-08
DataValue, 18.6, 2, 1.25406E-08, -1.23E-13, 1.25406E-08, 0.00011198482039990955, -0, , , -1.23E-13, 1.25406E-08
DataValue, 18.400000000000002, 2, 1.25361E-08, -1.8000000000000002E-14, 1.25361E-08, 0.00011196472658833227, -0, , , -1.8000000000000002E-14, 1.25361E-08
DataValue, 18.2, 2, 1.2522399999999998E-08, -3.3000000000000005E-14, 1.2522399999999998E-08, 0.00011190352988176913, -0, , , -3.3000000000000005E-14, 1.2522399999999998E-08
DataValue, 18, 2, 1.25197E-08, -3.0000000000000005E-14, 1.25197E-08, 0.00011189146526880412, -0, , , -3.0000000000000005E-14, 1.25197E-08
DataValue, 17.8, 2, 1.25171E-08, 3.2E-14, 1.25171E-08, 0.00011187984626374849, -0, , , 3.2E-14, 1.25171E-08
DataValue, 17.6, 2, 1.25156E-08, -8.6000000000000012E-14, 1.25156E-08, 0.00011187314244267924, -0, , , -8.6000000000000012E-14, 1.25156E-08
DataValue, 17.400000000000002, 2, 1.2510699999999999E-08, -2.2E-14, 1.2510699999999999E-08, 0.00011185124049379157, -0, , , -2.2E-14, 1.2510699999999999E-08
DataValue, 17.2, 2, 1.2506599999999999E-08, 1.1E-14, 1.2506599999999999E-08, 0.00011183291107719587, -0, , , 1.1E-14, 1.2506599999999999E-08
DataValue, 17, 2, 1.25063E-08, 1.8000000000000002E-14, 1.25063E-08, 0.00011183156978241878, -0, , , 1.8000000000000002E-14, 1.25063E-08
DataValue, 16.8, 2, 1.25019E-08, 0, 1.25019E-08, 0.00011181189561044031, -0, , , 0, 1.25019E-08
DataValue, 16.6, 2, 1.2499299999999998E-08, -2.8E-14, 1.2499299999999998E-08, 0.00011180026833599281, -0, , , -2.8E-14, 1.2499299999999998E-08
DataValue, 16.4, 2, 1.24992E-08, 9.6000000000000007E-14, 1.24992E-08, 0.00011179982110898031, -0, , , 9.6000000000000007E-14, 1.24992E-08
DataValue, 16.2, 2, 1.24922E-08, -5.5000000000000005E-14, 1.24922E-08, 0.00011176851077114698, -0, , , -5.5000000000000005E-14, 1.24922E-08
DataValue, 16, 2, 1.2489499999999999E-08, 8.5E-14, 1.2489499999999999E-08, 0.00011175643158225838, -0, , , 8.5E-14, 1.2489499999999999E-08
DataValue, 15.8, 2, 1.24892E-08, 8.6000000000000012E-14, 1.24892E-08, 0.00011175508936956741, -0, , , 8.6000000000000012E-14, 1.24892E-08
DataValue, 15.6, 2, 1.24884E-08, 9.0000000000000008E-14, 1.24884E-08, 0.00011175151005691154, -0, , , 9.0000000000000008E-14, 1.24884E-08
DataValue, 15.4, 2, 1.24791E-08, 6.5E-14, 1.24791E-08, 0.0001117098921313596, -0, , , 6.5E-14, 1.24791E-08
DataValue, 15.200000000000001, 2, 1.2479199999999998E-08, 5.5000000000000005E-14, 1.2479199999999998E-08, 0.00011171033971839849, -0, , , 5.5000000000000005E-14, 1.2479199999999998E-08
DataValue, 15, 2, 1.2477199999999999E-08, 6.0000000000000005E-15, 1.2477199999999999E-08, 0.00011170138763685973, -0, , , 6.0000000000000005E-15, 1.2477199999999999E-08
DataValue, 14.8, 2, 1.2467799999999999E-08, 1.7E-14, 1.2467799999999999E-08, 0.0001116593032398107, -0, , , 1.7E-14, 1.2467799999999999E-08
DataValue, 14.6, 2, 1.2467499999999999E-08, 6.6000000000000009E-14, 1.2467499999999999E-08, 0.00011165795985956398, -0, , , 6.6000000000000009E-14, 1.2467499999999999E-08
DataValue, 14.4, 2, 1.24624E-08, -4.1E-14, 1.24624E-08, 0.00011163511992200304, -0, , , -4.1E-14, 1.24624E-08
DataValue, 14.200000000000001, 2, 1.2454299999999998E-08, 2.2200000000000001E-13, 1.2454299999999998E-08, 0.00011159883511936851, -0, , , 2.2200000000000001E-13, 1.2454299999999998E-08
DataValue, 14, 2, 1.24579E-08, 2.2000000000000002E-13, 1.24579E-08, 0.00011161496315458783, 0, , , 2.2000000000000002E-13, 1.24579E-08
DataValue, 13.8, 2, 1.2458799999999998E-08, 5.0000000000000008E-15, 1.2458799999999998E-08, 0.00011161899479927239, -0, , , 5.0000000000000008E-15, 1.2458799999999998E-08
DataValue, 13.6, 2, 1.24572E-08, 9.5000000000000012E-14, 1.24572E-08, 0.00011161182733026102, -0, , , 9.5000000000000012E-14, 1.24572E-08
DataValue, 13.4, 2, 1.2450199999999998E-08, 1.18E-13, 1.2450199999999998E-08, 0.00011158046423993762, -0, , , 1.18E-13, 1.2450199999999998E-08
DataValue, 13.200000000000001, 2, 1.2448899999999999E-08, 4.0000000000000006E-14, 1.2448899999999999E-08, 0.00011157463869535943, -0, , , 4.0000000000000006E-14, 1.2448899999999999E-08
DataValue, 13, 2, 1.24453E-08, 2.37E-13, 1.24453E-08, 0.00011155850483042519, -0, , , 2.37E-13, 1.24453E-08
DataValue, 12.8, 2, 1.2440499999999998E-08, 1.18E-13, 1.2440499999999998E-08, 0.00011153698938020516, -0, , , 1.18E-13, 1.2440499999999998E-08
DataValue, 12.6, 2, 1.2444199999999998E-08, 1.1300000000000001E-13, 1.2444199999999998E-08, 0.00011155357457293782, -0, , , 1.1300000000000001E-13, 1.2444199999999998E-08
DataValue, 12.4, 2, 1.2435699999999998E-08, 5.1000000000000004E-14, 1.2435699999999998E-08, 0.00011151546977886072, -0, , , 5.1000000000000004E-14, 1.2435699999999998E-08
DataValue, 12.200000000000001, 2, 1.24326E-08, 0, 1.24326E-08, 0.00011150156949568019, -0, , , 0, 1.24326E-08
DataValue, 12, 2, 1.2431599999999998E-08, 7.5000000000000009E-14, 1.2431599999999998E-08, 0.00011149708516369384, -0, , , 7.5000000000000009E-14, 1.2431599999999998E-08
DataValue, 11.8, 2, 1.2427599999999999E-08, 1.2000000000000002E-13, 1.2427599999999999E-08, 0.00011147914603189244, -0, , , 1.2000000000000002E-13, 1.2427599999999999E-08
DataValue, 11.6, 2, 1.2425399999999999E-08, 7E-14, 1.2425399999999999E-08, 0.00011146927827881545, -0, , , 7E-14, 1.2425399999999999E-08
DataValue, 11.4, 2, 1.2420199999999999E-08, 1.3100000000000002E-13, 1.2420199999999999E-08, 0.00011144595102559805, -0, , , 1.3100000000000002E-13, 1.2420199999999999E-08
DataValue, 11.200000000000001, 2, 1.24203E-08, 1.76E-13, 1.24203E-08, 0.00011144639967266775, -0, , , 1.76E-13, 1.24203E-08
DataValue, 11, 2, 1.2418899999999998E-08, 1.3E-13, 1.2418899999999998E-08, 0.00011144011844932685, -0, , , 1.3E-13, 1.2418899999999998E-08
DataValue, 10.8, 2, 1.2414799999999998E-08, 1.83E-13, 1.2414799999999998E-08, 0.00011142172140117024, -0, , , 1.83E-13, 1.2414799999999998E-08
DataValue, 10.6, 2, 1.24155E-08, 1.0800000000000001E-13, 1.24155E-08, 0.00011142486257563883, -0, , , 1.0800000000000001E-13, 1.24155E-08
DataValue, 10.4, 2, 1.2414499999999998E-08, 9.9000000000000007E-14, 1.2414499999999998E-08, 0.00011142037515643177, -0, , , 9.9000000000000007E-14, 1.2414499999999998E-08
DataValue, 10.200000000000001, 2, 1.2410899999999999E-08, 7.8000000000000008E-14, 1.2410899999999999E-08, 0.00011140421895063041, -0, , , 7.8000000000000008E-14, 1.2410899999999999E-08
DataValue, 10, 2, 1.2410399999999998E-08, 2.12E-13, 1.2410399999999998E-08, 0.00011140197484784549, -0, , , 2.12E-13, 1.2410399999999998E-08
DataValue, 9.8, 2, 1.2404099999999999E-08, 2.7600000000000004E-13, 1.2404099999999999E-08, 0.00011137369527855309, -0, , , 2.7600000000000004E-13, 1.2404099999999999E-08
DataValue, 9.6, 2, 1.2402999999999999E-08, 1.6700000000000002E-13, 1.2402999999999999E-08, 0.00011136875683960919, -0, , , 1.6700000000000002E-13, 1.2402999999999999E-08
DataValue, 9.4, 2, 1.23994E-08, 7.2000000000000009E-14, 1.23994E-08, 0.00011135259314447958, -0, , , 7.2000000000000009E-14, 1.23994E-08
DataValue, 9.2000000000000011, 2, 1.2398899999999999E-08, 1.58E-13, 1.2398899999999999E-08, 0.00011135034800125232, -0, , , 1.58E-13, 1.2398899999999999E-08
DataValue, 9, 2, 1.2397799999999999E-08, 1.2100000000000002E-13, 1.2397799999999999E-08, 0.00011134540852680006, -0, , , 1.2100000000000002E-13, 1.2397799999999999E-08
DataValue, 8.8, 2, 1.2395099999999998E-08, 1.4500000000000001E-13, 1.2395099999999998E-08, 0.00011133328343312254, -0, , , 1.4500000000000001E-13, 1.2395099999999998E-08
DataValue, 8.6, 2, 1.2387299999999998E-08, 1.81E-13, 1.2387299999999998E-08, 0.00011129824796464677, -0, , , 1.81E-13, 1.2387299999999998E-08
DataValue, 8.4, 2, 1.23812E-08, 1.3300000000000001E-13, 1.23812E-08, 0.00011127084074455446, -0, , , 1.3300000000000001E-13, 1.23812E-08
DataValue, 8.2, 2, 1.2384399999999999E-08, 2.1500000000000002E-13, 1.2384399999999999E-08, 0.00011128521914432303, -0, , , 2.1500000000000002E-13, 1.2384399999999999E-08
DataValue, 8, 2, 1.2376799999999998E-08, 1.9800000000000002E-13, 1.2376799999999998E-08, 0.00011125106741060959, -0, , , 1.9800000000000002E-13, 1.2376799999999998E-08
DataValue, 7.8, 2, 1.2376599999999999E-08, 1.6200000000000002E-13, 1.2376599999999999E-08, 0.00011125016853919818, -0, , , 1.6200000000000002E-13, 1.2376599999999999E-08
DataValue, 7.6000000000000005, 2, 1.23734E-08, 1.99E-13, 1.23734E-08, 0.0001112357856087689, -0, , , 1.99E-13, 1.23734E-08
DataValue, 7.4, 2, 1.2371599999999998E-08, 1.52E-13, 1.2371599999999998E-08, 0.00011122769439307819, -0, , , 1.52E-13, 1.2371599999999998E-08
DataValue, 7.2, 2, 1.2365799999999999E-08, 1.6200000000000002E-13, 1.2365799999999999E-08, 0.00011120161869325464, -0, , , 1.6200000000000002E-13, 1.2365799999999999E-08
DataValue, 7, 2, 1.2361599999999998E-08, 1.48E-13, 1.2361599999999998E-08, 0.00011118273247226837, -0, , , 1.48E-13, 1.2361599999999998E-08
DataValue, 6.8, 2, 1.2358999999999998E-08, 2.46E-13, 1.2358999999999998E-08, 0.0001111710393942595, -0, , , 2.46E-13, 1.2358999999999998E-08
DataValue, 6.6000000000000005, 2, 1.2355299999999999E-08, 2.4100000000000003E-13, 1.2355299999999999E-08, 0.00011115439712400045, -0, , , 2.4100000000000003E-13, 1.2355299999999999E-08
DataValue, 6.4, 2, 1.2355999999999998E-08, 3.51E-13, 1.2355999999999998E-08, 0.00011115754585272202, -0, , , 3.51E-13, 1.2355999999999998E-08
DataValue, 6.2, 2, 1.2352799999999999E-08, 1.7800000000000002E-13, 1.2352799999999999E-08, 0.00011114315093607882, -0, , , 1.7800000000000002E-13, 1.2352799999999999E-08
DataValue, 6, 2, 1.23455E-08, 2.34E-13, 1.23455E-08, 0.0001111103055526354, -0, , , 2.34E-13, 1.23455E-08
DataValue, 5.8, 2, 1.2340699999999998E-08, 2.38E-13, 1.2340699999999998E-08, 0.00011108870329605975, -0, , , 2.38E-13, 1.2340699999999998E-08
DataValue, 5.6000000000000005, 2, 1.2339199999999998E-08, 2.38E-13, 1.2339199999999998E-08, 0.0001110819517293426, -0, , , 2.38E-13, 1.2339199999999998E-08
DataValue, 5.4, 2, 1.2331099999999999E-08, 2.55E-13, 1.2331099999999999E-08, 0.00011104548617571089, -0, , , 2.55E-13, 1.2331099999999999E-08
DataValue, 5.2, 2, 1.2331499999999999E-08, 1.6200000000000002E-13, 1.2331499999999999E-08, 0.0001110472872248575, -0, , , 1.6200000000000002E-13, 1.2331499999999999E-08
DataValue, 5, 2, 1.23242E-08, 4.4400000000000003E-13, 1.23242E-08, 0.00011101441347861096, -0, , , 4.4400000000000003E-13, 1.23242E-08
DataValue, 4.8, 2, 1.2321699999999998E-08, 2.58E-13, 1.2321699999999998E-08, 0.00011100315310836894, -0, , , 2.58E-13, 1.2321699999999998E-08
DataValue, 4.6000000000000005, 2, 1.23224E-08, 3.2100000000000005E-13, 1.23224E-08, 0.0001110063061271746, -0, , , 3.2100000000000005E-13, 1.23224E-08
DataValue, 4.4, 2, 1.2319199999999999E-08, 1.5500000000000002E-13, 1.2319199999999999E-08, 0.00011099189159573775, -0, , , 1.5500000000000002E-13, 1.2319199999999999E-08
DataValue, 4.2, 2, 1.2312899999999999E-08, 3.8100000000000004E-13, 1.2312899999999999E-08, 0.00011096350751485823, -0, , , 3.8100000000000004E-13, 1.2312899999999999E-08
DataValue, 4, 2, 1.2301399999999999E-08, 5.7700000000000007E-13, 1.2301399999999999E-08, 0.0001109116765719462, -0, , , 5.7700000000000007E-13, 1.2301399999999999E-08
DataValue, 3.8000000000000003, 2, 1.2299799999999998E-08, 2.71E-13, 1.2299799999999998E-08, 0.00011090446339079414, 0, , , 2.71E-13, 1.2299799999999998E-08
DataValue, 3.6, 2, 1.2302699999999998E-08, 2.1000000000000001E-13, 1.2302699999999998E-08, 0.00011091753693623023, -0, , , 2.1000000000000001E-13, 1.2302699999999998E-08
DataValue, 3.4, 2, 1.2293899999999999E-08, 2.57E-13, 1.2293899999999999E-08, 0.00011087786072972368, -0, , , 2.57E-13, 1.2293899999999999E-08
DataValue, 3.2, 2, 1.2291599999999998E-08, 3.0100000000000003E-13, 1.2291599999999998E-08, 0.00011086748847159837, -0, , , 3.0100000000000003E-13, 1.2291599999999998E-08
DataValue, 3, 2, 1.2287899999999999E-08, 5.2700000000000008E-13, 1.2287899999999999E-08, 0.00011085080062859266, -0, , , 5.2700000000000008E-13, 1.2287899999999999E-08
DataValue, 2.8000000000000003, 2, 1.22829E-08, 2.2900000000000003E-13, 1.22829E-08, 0.0001108282454972558, -0, , , 2.2900000000000003E-13, 1.22829E-08
DataValue, 2.6, 2, 1.22788E-08, 3.8000000000000005E-13, 1.22788E-08, 0.0001108097468637123, -0, , , 3.8000000000000005E-13, 1.22788E-08
DataValue, 2.4, 2, 1.2274099999999998E-08, 3.3300000000000005E-13, 1.2274099999999998E-08, 0.00011078853731320762, -0, , , 3.3300000000000005E-13, 1.2274099999999998E-08
DataValue, 2.2, 2, 1.2265899999999998E-08, 6.2E-14, 1.2265899999999998E-08, 0.00011075152369155017, -0, , , 6.2E-14, 1.2265899999999998E-08
DataValue, 2, 2, 1.2253299999999999E-08, 5.21E-13, 1.2253299999999999E-08, 0.00011069462498242631, -0, , , 5.21E-13, 1.2253299999999999E-08
DataValue, 1.8, 2, 1.2236199999999999E-08, 2.17E-13, 1.2236199999999999E-08, 0.00011061735849314067, -0, , , 2.17E-13, 1.2236199999999999E-08
DataValue, 1.6, 2, 1.21082E-08, 4.22E-13, 1.21082E-08, 0.00011003726641461065, -0, , , 4.22E-13, 1.21082E-08
DataValue, 1.4000000000000001, 2, 1.13534E-08, 3.7300000000000003E-13, 1.13534E-08, 0.00010655233455912638, -0, , , 3.7300000000000003E-13, 1.13534E-08
DataValue, 1.2, 2, 9.44426E-09, 2.7000000000000002E-14, 9.44426E-09, 9.7181582617284024E-05, -0, , , 2.7000000000000002E-14, 9.44426E-09
DataValue, 1, 2, 6.73814E-09, 1.77E-13, 6.73814E-09, 8.2086174231718218E-05, -0, , , 1.77E-13, 6.73814E-09
DataValue, 0.8, 2, 4.39725E-09, 1.94E-13, 4.39725E-09, 6.6311763662264334E-05, -0, , , 1.94E-13, 4.39725E-09
DataValue, 0.6, 2, 2.2836E-09, 2.91E-13, 2.2836E-09, 4.7787027528399375E-05, -0, , , 2.91E-13, 2.2836E-09
DataValue, 0.4, 2, 8.2399000000000007E-10, 2.3900000000000004E-13, 8.2399000000000007E-10, 2.8705226005032604E-05, -0, , , 2.3900000000000004E-13, 8.2399000000000007E-10
DataValue, 0.2, 2, 9.6682000000000013E-11, 5E-14, 9.6682000000000013E-11, 9.8327005446113327E-06, -0, , , 5E-14, 9.6682000000000013E-11
DataValue, 0, 2, 4.1E-14, 2.47E-13, 4.1E-14, 2.0248456731316586E-07, -0, , , 2.47E-13, 4.1E-14
SetupTitle, Nega Sweep(1)(1)
PrimitiveTest, I/V Sweep
TestParameter, Context.MainFrame, 4155C
TestParameter, Channel.UnitType, SMU, SMU, SMU
TestParameter, Channel.Unit, SMU3:MP, SMU4:MP, SMU2:MP
TestParameter, Channel.IName, I1, I3, I4
TestParameter, Channel.VName, V1, V3, V4
TestParameter, Channel.Mode, V, V, COMMON
TestParameter, Channel.Func, VAR1, VAR2, CONST
TestParameter, Channel.Index, 
TestParameter, Channel.Time, 
TestParameter, Measurement.Port.Unit, SMU3:MP, SMU4:MP, SMU2:MP
TestParameter, Measurement.Port.SeriesResistor, NONE, NONE, NONE
TestParameter, Measurement.Port.Filter, ON, ON, ON
TestParameter, Measurement.Primary.Locus, Double
TestParameter, Measurement.Primary.Scale, LINEAR
TestParameter, Measurement.Primary.Start, 0
TestParameter, Measurement.Primary.Stop, -20
TestParameter, Measurement.Primary.Step, -0.2
TestParameter, Measurement.Primary.Compliance, 1E-05
TestParameter, Measurement.Primary.PowerCompliance, 0
TestParameter, Measurement.Aborting.Condition, CONTINUE AT ANY
TestParameter, Measurement.PostOutput.Value, START
TestParameter, Measurement.PostOutput.Retention, OFF
TestParameter, Measurement.Secondary.Start, 2
TestParameter, Measurement.Secondary.Count, 1
TestParameter, Measurement.Secondary.Step, 0
TestParameter, Measurement.Secondary.Compliance, 1E-05
TestParameter, Measurement.Secondary.PowerCompliance, 0
TestParameter, Measurement.Bias.Source, 0, 2, 0
TestParameter, Measurement.Bias.Compliance, 1E-05, 1E-05, 0.1
TestParameter, Measurement.Monitor.Unit, SMU3:MP, SMU4:MP, SMU2:MP
TestParameter, Measurement.Monitor.Adc, HR ADC, HR ADC, HR ADC
TestParameter, Measurement.Monitor.RangingMode, AUTO, AUTO, AUTO
TestParameter, Measurement.Monitor.RangeBoundary, , , 
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 1
TestParameter, Measurement.Ag16440ASelector.SemiconductorRelay.Channel1, DEFAULT
TestParameter, Measurement.Ag16440ASelector.SemiconductorRelay.Channel3, DEFAULT
TestParameter, Function.User.Name, Abs_Id, SQRT_Id, SS, gm, Mobility, Ig, Is
TestParameter, Function.User.Unit, A, A, decade/diV, A/V, Cm2/(Vs), A, A
TestParameter, Function.User.Definition, abs(I1), sqrt(Abs_Id), diff(V3,log(Abs_Id)), delta(Abs_Id)/delta(V3), 2*(70/1000)/0.0000000172575*(delta(SQRT_Id)/delta(V3))^2, I3, I1
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.XAxis.Data, V1
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 30
TestParameter, Output.Graph.YAxis.Data, Abs_Id
TestParameter, Output.Graph.YAxis.Scale, Log
TestParameter, Output.Graph.YAxis.Bottom, 0
TestParameter, Output.Graph.YAxis.Top, 0.0001
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
